match_id,dc_p_loss,dc_p_draw,dc_p_win,dc_lam_h,dc_lam_a
34562,0.046275545071207395,0.15812647358280282,0.7955979813459897,2.172836012282057,0.35574228669235813
34563,0.7026158066178437,0.2391471137283382,0.05823707965381799,0.26965167783899296,1.561713177483159
34564,0.2556310188898601,0.4105340719599723,0.33383490915016745,0.7002429427307232,0.5743951375870022
34565,0.1873800296671771,0.19391647011508853,0.6187035002177346,2.3569601067075703,1.245454524353984
34566,0.04888386610780404,0.18311107935517248,0.7680050545370234,1.9393317343907828,0.3123298085057661
34567,0.10009580680697511,0.19290334964794897,0.707000843545076,2.0790828964761623,0.6413424599792564
34568,0.6854499853555291,0.20086985662936047,0.11368015801511064,0.6956246306378521,2.0384080775570403
34569,0.3120644747576978,0.3331167339252223,0.35481879131708005,0.9550479795648223,0.8762633880930422
34570,0.1560285907542286,0.2743707681119587,0.5696006411338127,1.452017410839108,0.6233920703328517
34571,0.2573662056976153,0.2847972582121271,0.45783653609025754,1.347282418550041,0.9393945249349093
34572,0.40588594061867866,0.28023233260473,0.31388172677659143,1.1235077017486104,1.3147720582851514
34573,0.37945296846509446,0.23000681656154146,0.39054021497336405,1.7414985189393677,1.7146236817002132
34574,0.4371694381019875,0.2033101053534875,0.35952045654452497,2.0205688602017964,2.227877885193903
34575,0.6239249595715762,0.1757066091727689,0.2003684312556549,1.5567863677959284,2.7412393328395384
34576,0.3885606168546042,0.22287876629079179,0.3885606168546042,1.8249363001709065,1.8249363001709065
34577,0.049757414446672574,0.11336942019658079,0.8368731653567464,2.9220174308557585,0.6157523552402705
34578,0.6444403268719887,0.24848797015100305,0.1070717029770079,0.48596049530256463,1.5906018268737334
34579,0.05300799285483875,0.12542702769870975,0.8215649794464517,2.7199917594760175,0.5734700465000523
34580,0.11836694982171178,0.3587281240275794,0.5229049261507087,1.0214895723689186,0.33790907526341063
34581,0.01890702464608971,0.05206901065007683,0.9290239647038334,4.0353824461420285,0.5767367429930029
34582,0.01890702464608971,0.05206901065007683,0.9290239647038334,4.0353824461420285,0.5767367429930029
34583,0.9688740269468037,0.02498980201260113,0.006136171040595035,0.391830815373961,4.688896833531121
34584,0.4371982476538718,0.2803514434629518,0.2824503088831763,1.0365676350634658,1.3566393166983692
34585,0.4017407378690106,0.2414739599715249,0.35678530215946447,1.5329615973314208,1.6377919908842764
34586,0.08620554181245305,0.15131404538548462,0.7624804128020625,2.5927520720332655,0.772149405280842
34587,0.20662360118470394,0.36609600005483667,0.4272803987604594,0.9319722604006083,0.5540323859200285
34588,0.24104825564351762,0.32027895942144197,0.43867278493504047,1.1248866464223715,0.754463348326183
34589,0.11377342481850174,0.17913374890781944,0.7070928262736789,2.321481888358825,0.8234585834730754
34590,0.8080341916042331,0.12037990260710267,0.07158590578866433,0.8746859770501935,3.0902804228137835
34591,0.1455570823759032,0.21216028172335194,0.6422826359007451,1.9996941555355252,0.8368882885077089
34592,0.6064049459100188,0.2558366899326082,0.13775836415737297,0.6056140295084523,1.574632301476296
34593,0.1892455499355643,0.23131938205801056,0.5794350680064251,1.8522115801763641,0.9619302019622787
34594,0.3928418149149242,0.23278493428924688,0.37437325079582895,1.6700031978786896,1.7143457874368877
34595,0.18617013345909306,0.3792480002334429,0.434581866307464,0.8981152296963839,0.48310001768720423
34596,0.2217800777568467,0.24451092671739083,0.5337089955257626,1.7269744903101492,1.0301606380885062
34597,0.07158590578866432,0.12037990260710267,0.8080341916042331,3.0902804228137835,0.8746859770501935
34598,0.37444542682759596,0.23202899805970953,0.39352557511269454,1.7246138077459916,1.6786859731444925
34599,0.54789536530366,0.336913644656822,0.11519099003951776,0.3550219083960591,1.110242877304933
34600,0.26476845862177445,0.2538361607933807,0.48139538058484477,1.6176242266745366,1.138805063627944
34601,0.5118286161452233,0.2764561033472089,0.21171528050756755,0.8255983079105935,1.4397311740281284
34602,0.1742550844042151,0.24300932529572494,0.58273559030006,1.7183755139836252,0.8248602285882874
34603,0.7785898656425632,0.1469604744414449,0.07444965991599177,0.6797066293703622,2.566114603489128
34604,0.6642918352005515,0.20345156816442667,0.13225659663502198,0.8040493498431718,2.0680232193353403
34605,0.15803161454116807,0.25866606348764765,0.5833023219711844,1.5697084158389965,0.6848730831473316
34606,0.13426398246213522,0.22722820866374482,0.6385078088741201,1.8149491589799904,0.6962066599907103
34607,0.4165591375035408,0.29507248862152585,0.2883683738749335,0.9785858915941216,1.2346595348020797
34608,0.7844157788033592,0.1811897326659877,0.03439448853065312,0.2163023624706317,1.8801219108649871
34609,0.2863067531162783,0.2795486741163068,0.4341445727674149,1.3586817073446578,1.0520619370473032
34610,0.18056451607607635,0.24246963597446974,0.5769658479494539,1.7287882521303897,0.8571021545265244
34611,0.23545230798172595,0.24787590377824312,0.5166717882400309,1.6915992018656298,1.0657697846232825
34612,0.11229731378702838,0.2644571693136316,0.62324551689934,1.4878680221413834,0.47011143907063035
34613,0.36894670559147835,0.28685418664635876,0.3441991077621629,1.1567924854375444,1.207486290139985
34614,0.09793915987808194,0.18190036684893499,0.7201604732729827,2.2046057369008873,0.6812325485500431
34615,0.11213024209554927,0.16125575563095312,0.7266140022734977,2.6064150561241184,0.9490763658878754
34616,0.4170268021785009,0.3417843536078985,0.24118884421360065,0.6918525645068747,1.0080323359231733
34617,0.8776818973988466,0.09585483074075438,0.02646327186039906,0.36587120044664834,2.8623275455874366
34618,0.500399461318474,0.2627172578669789,0.23688328081454696,0.9832675298226947,1.546672344332641
34619,0.24008208763211916,0.22715178831937743,0.5327661240485033,1.9321734013497773,1.2375949653748133
34620,0.32750749581357264,0.2997090807088808,0.37278342347754634,1.1402226457364906,1.050410764313039
